name,gender,age,DetailClass,embarked,country,ticketno,fare,sibsp,parch,survived,class
"Clench, Mr. Frederick Charles",male,33,deck crew,S,England,,,,,yes,crew
"Clench, Mr. George James",male,31,deck crew,S,England,,,,,no,crew
"Coe, Mr. Harry",male,22,engineering crew,S,England,,,,,no,crew
"Coleman, Mr. Albert Edward",male,29,victualling crew,S,England,,,,,no,crew
"Coleman, Mr. John",male,58,engineering crew,B,Ireland,,,,,no,crew
"Colgan, Mr. E. Joseph",male,33,victualling crew,S,England,,,,,yes,crew
"Collins, Mr. John",male,17,victualling crew,S,Northern Ireland,,,,,yes,crew
"Collins, Mr. John",male,38,engineering crew,S,England,,,,,yes,crew
"Combes, Mr. George",male,34,engineering crew,S,England,,,,,yes,crew
"Conway, Mr. Percy Walter",male,25,victualling crew,B,England,,,,,no,crew
"Cook, Mr. Gilbert William",male,32,victualling crew,S,England,,,,,no,crew
"Coombs, Mr. Charles Augustus",male,45,victualling crew,S,England,,,,,no,crew
"Cooper, Mr. Harry",male,26,engineering crew,S,England,,,,,no,crew
"Cooper, Mr. James Edward",male,26,engineering crew,S,England,,,,,no,crew
"Copperthwaite, Mr. Albert Harry",male,28,engineering crew,S,England,,,,,no,crew
"Corben, Mr. Ernest Theodore",male,27,victualling crew,S,England,,,,,no,crew
"Corcoran, Mr. Dennis",male,33,engineering crew,S,England,,,,,no,crew
"Cornaire, Mr. Marcel Raymond André",male,19,restaurant staff,S,England,,,,,no,crew
"Cotton, Mr. Alfred",male,36,engineering crew,S,England,,,,,no,crew
"Couch, Mr. Frank",male,28,deck crew,S,England,,,,,no,crew
"Couch, Mr. Joseph Henry",male,49,engineering crew,S,England,,,,,no,crew
"Couper, Mr. Robert Frederick William",male,30,engineering crew,S,England,,,,,yes,crew
"Coutin, Mr. Auguste Louis",male,28,restaurant staff,S,France,,,,,no,crew
"Cox, Mr. William Denton",male,30,victualling crew,S,England,,,,,no,crew
"Coy, Mr. Francis Ernest George",male,27,engineering crew,B,England,,,,,no,crew
"Crabb, Mr. Henry James",male,23,engineering crew,S,England,,,,,no,crew
"Crafter, Mr. Frederick Horace",male,20,victualling crew,S,England,,,,,yes,crew
"Crawford, Mr. Alfred George",male,43,victualling crew,B,England,,,,,yes,crew
"Creese, Mr. Henry Philip",male,45,engineering crew,B,England,,,,,no,crew
"Crimmins, Mr. James",male,21,engineering crew,S,England,,,,,yes,crew
"Crispin, Mr. William",male,33,victualling crew,S,England,,,,,no,crew
"Crisp, Mr. Albert Hector",male,39,victualling crew,B,England,,,,,no,crew
"Crosbie, Mr. John Borthwick",male,45,victualling crew,S,England,,,,,no,crew
"Cross, Mr. William Alfred",male,44,engineering crew,S,England,,,,,no,crew
"Crovella, Sig. Luigi",male,17,restaurant staff,S,England,,,,,no,crew
"Crowe, Mr. George Frederick",male,30,victualling crew,S,England,,,,,yes,crew
"Crumplin, Mr. Charles George Chandler",male,35,victualling crew,B,England,,,,,no,crew
"Cullen, Mr. Charles James",male,49,victualling crew,B,England,,,,,yes,crew
"Cunningham, Mr. Andrew Orr",male,38,victualling crew,B,Scotland,,,,,yes,crew
"Cunningham, Mr. Bernard",male,35,engineering crew,S,England,,,,,no,crew
"Curtis, Mr. Arthur",male,26,engineering crew,S,England,,,,,no,crew
"Daniels, Mr. Sidney Edward",male,18,victualling crew,S,England,,,,,yes,crew
"Dashwood, Mr. William George",male,18,victualling crew,S,England,,,,,no,crew
"Davies, Mr. Gordon Raleigh",male,32,victualling crew,B,England,,,,,no,crew
"Davies, Mr. Robert J.",male,26,victualling crew,B,Wales,,,,,no,crew
"Davies, Mr. Thomas",male,33,engineering crew,S,England,,,,,no,crew
"Davis, Mr. John",male,29,victualling crew,B,England,,,,,no,crew
"Davis, Mr. Stephen James",male,39,deck crew,S,England,,,,,no,crew
"Dawson, Mr. Joseph",male,23,engineering crew,S,England,,,,,no,crew
"Dean, Mr. George H.",male,19,victualling crew,S,England,,,,,no,crew
"Debreucq, Mr. Maurice Emile Victor",male,18,restaurant staff,S,England,,,,,no,crew
"Deeble, Mr. Alfred Arnold",male,35,victualling crew,B,England,,,,,no,crew
"De Marsico, Sig. Govanni",male,20,restaurant staff,S,England,,,,,no,crew
"Derrett, Mr. Arthur Henry",male,29,victualling crew,B,England,,,,,no,crew
"Deslandes, Mr. Percival Stainer",male,38,victualling crew,S,England,,,,,no,crew
"Desvernine, Mr. Louis Gabriel",male,20,restaurant staff,S,England,,,,,no,crew
"Diaper, Mr. John Joseph",male,27,engineering crew,S,England,,,,,yes,crew
"Dickson, Mr. William",male,37,engineering crew,S,England,,,,,no,crew
"Dilley, Mr. John",male,30,engineering crew,S,England,,,,,yes,crew
"Dillon, Mr. Thomas Patrick",male,34,engineering crew,S,England,,,,,yes,crew
"Dinenage, Mr. James Richard",male,49,victualling crew,S,England,,,,,no,crew
"Dodd, Mr. Edward Charles",male,39,engineering crew,B,England,,,,,no,crew
"Dodd, Mr. George Charles",male,44,victualling crew,B,England,,,,,no,crew
"Dodds, Mr. Henry Watson",male,27,engineering crew,S,Guyana,,,,,no,crew
"Doel, Mr. Frederick",male,22,engineering crew,S,England,,,,,yes,crew
"Dolby, Mr. Joseph",male,39,victualling crew,B,England,,,,,no,crew
"Donati, Sig. Italo Francesco",male,17,restaurant staff,S,Italy,,,,,no,crew
"Donoghue, Mr. Frank (?Thomas)",male,35,victualling crew,B,England,,,,,no,crew
"Dore, Mr. Albert James",male,23,engineering crew,S,England,,,,,yes,crew
"Dornier, Mr. Louis Auguste",male,20,restaurant staff,S,England,,,,,no,crew
"Doughty, Mr. Walter Thomas",male,22,victualling crew,S,England,,,,,no,crew
"Doyle, Mr. Laurence",male,27,engineering crew,S,England,,,,,no,crew
"Duffy, Mr. William Luke",male,36,engineering crew,B,Ireland,,,,,no,crew
"Dunford, Mr. William",male,48,victualling crew,S,England,,,,,no,crew
"Durnil, Mr. James",male,38,engineering crew,S,England,,,,,no,crew
"Dyer, Mr. Henry Ryland",male,24,engineering crew,B,India,,,,,no,crew
"Dyer, Mr. William Henry",male,33,victualling crew,S,England,,,,,no,crew
"Dymond, Mr. Frank",male,41,engineering crew,S,England,,,,,yes,crew
"Eagle, Mr. Alfred James",male,22,engineering crew,S,England,,,,,no,crew
"Eastman, Mr. Charles",male,44,engineering crew,S,England,,,,,no,crew
"Edbrooke, Mr. Francis Samuel Jacob",male,23,victualling crew,S,England,,,,,no,crew
"Ede, Mr. George Bulkeley",male,23,victualling crew,S,England,,,,,no,crew
"Edge, Mr. Frederick William",male,39,victualling crew,S,England,,,,,no,crew
"Edwards, Mr. Charles Essex",male,39,victualling crew,S,Wales,,,,,no,crew
"Egg, Mr. William Henry",male,48,victualling crew,S,England,,,,,no,crew
"Elliott, Mr. Everett Edward",male,23,engineering crew,S,England,,,,,no,crew
"Ellis, Mr. John Bertie",male,29,victualling crew,S,England,,,,,yes,crew
"Ennis, Mr. Walter",male,34,victualling crew,S,England,,,,,no,crew
"Ervine, Mr. Albert George",male,18,engineering crew,B,Northern Ireland,,,,,no,crew
"Etches, Mr. Henry Samuel",male,43,victualling crew,B,England,,,,,yes,crew
"Evans, Mr. Alfred Frank",male,25,deck crew,S,England,,,,,yes,crew
"Evans, Mr. Frank Oliver",male,27,deck crew,S,England,,,,,yes,crew
"Evans, Mr. George Richard",male,27,victualling crew,B,England,,,,,no,crew
"Evans, Mr. William Thomas",male,33,engineering crew,S,England,,,,,no,crew
"Fairall, Mr. Henry Charles",male,38,victualling crew,B,England,,,,,no,crew
"Farenden, Mr. Ernest John",male,22,victualling crew,B,England,,,,,no,crew
"Farquharson, Mr. William Edward",male,39,engineering crew,B,England,,,,,no,crew
"Faulkner, Mr. William Stephen",male,37,victualling crew,B,England,,,,,yes,crew
"Fay, Mr. Thomas Joseph",male,30,engineering crew,S,England,,,,,no,crew
"Fellowes, Mr. Alfred James",male,29,victualling crew,B,England,,,,,no,crew
"Feltham, Mr. George William",male,42,victualling crew,S,England,,,,,no,crew
"Ferrary, Mr. Antonio",male,33,engineering crew,S,England,,,,,no,crew
"Ferris, Mr. William",male,39,engineering crew,S,England,,,,,no,crew
"Fey, Sig. Carlo",male,30,restaurant staff,S,England,,,,,no,crew
"Finch, Mr. Henry Herman",male,19,victualling crew,S,England,,,,,no,crew
"Fioravante, Sig. Giuseppe Bertoldo",male,23,restaurant staff,S,England,,,,,no,crew
"Fitzpatrick, Mr. Cecil William",male,21,engineering crew,S,England,,,,,yes,crew
"Fitzpatrick, Mr. Hugh Joseph",male,29,engineering crew,B,England,,,,,no,crew
"Flarty, Mr. Edward",male,52,engineering crew,S,England,,,,,yes,crew
"Fleet, Mr. Frederick",male,24,deck crew,B,England,,,,,yes,crew
"Fletcher, Mr. Percy William",male,26,victualling crew,B,England,,,,,no,crew
"Foley, Mr. John",male,46,deck crew,B,Ireland,,,,,yes,crew
"Foley, Mr. Wilfred Cyril",male,22,victualling crew,S,Wales,,,,,yes,crew
"Ford, Mr. Ernest",male,33,victualling crew,S,England,,,,,no,crew
"Ford, Mr. Francis",male,44,victualling crew,S,England,,,,,no,crew
"Ford, Mr. H.",male,22,engineering crew,S,England,,,,,no,crew
"Ford, Mr. Thomas",male,33,engineering crew,S,England,,,,,no,crew
"Forward, Mr. James",male,27,deck crew,S,England,,,,,yes,crew
"Foster, Mr. Alfred Charles",male,37,engineering crew,B,England,,,,,no,crew
"Fox, Mr. William Thomas",male,27,victualling crew,S,England,,,,,no,crew
"Franklin, Mr. Alan Vincent",male,28,victualling crew,S,England,,,,,no,crew
"Fraser, Mr. J.",male,30,engineering crew,S,England,,,,,no,crew
"Fraser, Mr. James",male,30,engineering crew,B,Scotland,,,,,no,crew
"Fredericks, Mr. Walter Francis",male,21,engineering crew,S,England,,,,,yes,crew
"Freeman, Mr. Ernest Edward Samuel",male,45,victualling crew,B,England,,,,,no,crew
"Fryer, Mr. Albert Ernest",male,29,engineering crew,S,England,,,,,yes,crew
"Gatti, Sig. Gaspare Antonio Pietro",male,37,restaurant staff,S,England,,,,,no,crew
"Geddes, Mr. Richard Charles",male,32,victualling crew,S,England,,,,,no,crew
"Geer, Mr. Alfred Emest",male,26,engineering crew,S,England,,,,,no,crew
"Gibbons, Mr. Jacob William",male,36,victualling crew,S,England,,,,,yes,crew
"Gilardino, Sig. Vincenzo Pio",male,31,restaurant staff,S,England,,,,,no,crew
"Giles, Mr. John Robert",male,32,victualling crew,S,England,,,,,no,crew
"Gill, Mr. Joseph Stanley",male,38,victualling crew,B,England,,,,,no,crew
"Gill, Mr. Patrick",male,38,victualling crew,S,England,,,,,no,crew
"Godley, Mr. George Auguste",male,61,engineering crew,S,England,,,,,yes,crew
"Godwin, Mr. Frederick Charles",male,36,engineering crew,S,England,,,,,no,crew
"Golder, Mr. M. W.",male,32,engineering crew,S,England,,,,,no,crew
"Gold, Mrs. Jane Kate Coulson",female,45,victualling crew,S,England,,,,,yes,crew
"Gollop, Mr. F.",male,28,victualling crew,S,England,,,,,no,crew
"Gordon, Mr. J.",male,29,engineering crew,S,England,,,,,no,crew
"Goree, Mr. Frank",male,41,engineering crew,S,England,,,,,no,crew
"Goshawk, Mr. Alfred James",male,40,victualling crew,B,England,,,,,no,crew
"Gosling, Mr. Bertram James",male,22,engineering crew,S,England,,,,,no,crew
"Gosling, Mr. S.",male,26,engineering crew,S,England,,,,,no,crew
"Gradidge, Mr. Ernest Edward",male,22,engineering crew,S,England,,,,,no,crew
"Graham, Mr. Thomas Gibson",male,28,engineering crew,B,Northern Ireland,,,,,yes,crew
"Gregory, Mr. David",male,43,engineering crew,S,England,,,,,no,crew
"Gregson, Miss. Mary",female,45,victualling crew,S,England,,,,,yes,crew
"Grosclaude, Mr. Gérald",male,24,restaurant staff,S,England,,,,,no,crew
"Gumery, Mr. George",male,24,engineering crew,S,England,,,,,no,crew
"Gunn, Mr. Joseph Alfred",male,30,victualling crew,S,England,,,,,no,crew
"Guy, Mr. Elgar John",male,29,victualling crew,S,England,,,,,yes,crew
"Gwinn, Mr. William Logan",male,37,victualling crew,S,United States,,,,,no,crew
"Haggan, Mr. John",male,35,engineering crew,B,Northern Ireland,,,,,yes,crew
"Haines, Mr. Albert",male,31,deck crew,B,England,,,,,yes,crew
"Halford, Mr. Walter Stamford",male,22,victualling crew,S,England,,,,,yes,crew
"Hallett, Mr. George Alexander",male,23,engineering crew,S,England,,,,,no,crew
"Hall, Mr. Frank Alfred James",male,41,victualling crew,S,England,,,,,no,crew
"Hall, Mr. J.",male,32,engineering crew,S,England,,,,,no,crew
"Hamblyn, Mr. Ernest William",male,47,victualling crew,S,England,,,,,no,crew
"Hamilton, Mr. Ernest",male,25,victualling crew,B,England,,,,,no,crew
"Hands, Mr. Bernard",male,54,engineering crew,S,Ireland,,,,,no,crew
"Hannam, Mr. George",male,30,engineering crew,S,England,,,,,no,crew
"Harder, Mr. William",male,39,deck crew,S,England,,,,,yes,crew
"Harding, Mr. Alfred John",male,21,victualling crew,S,England,,,,,no,crew
"Hardwick, Mr. Reginald",male,21,victualling crew,S,England,,,,,yes,crew
"Hardy, Mr. John",male,40,victualling crew,B,England,,,,,yes,crew
"Harris, Mr. Amos",male,24,engineering crew,S,England,,,,,no,crew
"Harris, Mr. Charles William",male,19,victualling crew,S,England,,,,,no,crew
"Harris, Mr. Clifford Henry",male,17,victualling crew,S,England,,,,,no,crew
"Harris, Mr. Edward John",male,29,engineering crew,S,England,,,,,no,crew
"Harris, Mr. Edward Matthew",male,17,victualling crew,S,England,,,,,no,crew
"Harris, Mr. Frederick",male,39,engineering crew,S,England,,,,,yes,crew
"Harrison, Mr. Aragõa Drummond",male,40,victualling crew,S,England,,,,,yes,crew
"Harrison, Mr. Norman E.",male,38,engineering crew,B,England,,,,,no,crew
"Hart, Mr. James",male,54,engineering crew,S,England,,,,,no,crew
"Hart, Mr. John Edward",male,32,victualling crew,S,England,,,,,yes,crew
"Hartnell, Mr. Fred",male,21,victualling crew,S,England,,,,,yes,crew
"Harvey, Mr. Herbert Gifford",male,34,engineering crew,B,Northern Ireland,,,,,no,crew
"Hatch, Mr. Hugh",male,23,victualling crew,S,England,,,,,no,crew
"Hawkesworth, Mr. James",male,52,victualling crew,S,England,,,,,no,crew
"Hawkesworth, Mr. William Walter",male,43,victualling crew,S,England,,,,,no,crew
"Hayter, Mr. Arthur",male,45,victualling crew,B,England,,,,,no,crew
"Head, Mr. Alfred",male,24,engineering crew,S,England,,,,,no,crew
"Hebb, Mr. William Albert",male,22,engineering crew,S,England,,,,,yes,crew
"Heinen, Mr. Joseph Dominichus",male,30,victualling crew,S,England,,,,,no,crew
"Hemming, Mr. Samuel Ernest",male,43,deck crew,B,England,,,,,yes,crew
"Hendrickson, Mr. Charles Osker",male,28,engineering crew,S,England,,,,,yes,crew
"Hendy, Mr. Edward Martin",male,40,victualling crew,B,England,,,,,no,crew
"Hensford, Mr. Herbert George Ernest",male,26,victualling crew,S,England,,,,,no,crew
"Hesketh, Mr. John Henry",male,33,engineering crew,B,England,,,,,no,crew
"Heslin, Mr. James",male,45,engineering crew,S,England,,,,,no,crew
"Hewitt, Mr. Thomas",male,37,victualling crew,B,England,,,,,no,crew
"Hichens, Mr. Robert",male,29,deck crew,S,England,,,,,yes,crew
"Hill, Mr. H. P.",male,36,victualling crew,S,England,,,,,no,crew
"Hill, Mr. James",male,25,engineering crew,S,England,,,,,no,crew
"Hill, Mr. James Colston",male,43,victualling crew,B,England,,,,,no,crew
"Hinckley, Mr. George Herbert",male,40,victualling crew,S,England,,,,,no,crew
"Hine, Mr. William Edward",male,36,victualling crew,S,England,,,,,no,crew
"Hinton, Mr. Stephen William",male,31,engineering crew,S,England,,,,,no,crew
"Hiscock, Mr. Sydney George",male,25,victualling crew,S,England,,,,,no,crew
"Hoare, Mr. Leonard James",male,19,victualling crew,B,England,,,,,no,crew
"Hodge, Mr. Charley",male,29,engineering crew,B,England,,,,,no,crew
"Hodges, Mr. W.",male,26,engineering crew,S,England,,,,,no,crew
"Hodgkinson, Mr. Leonard",male,46,engineering crew,B,England,,,,,no,crew
"Hogg, Mr. Charles William",male,43,victualling crew,S,England,,,,,no,crew
"Hogg, Mr. George Alfred",male,29,deck crew,B,England,,,,,yes,crew
"Hogue, Mr. E.",male,22,victualling crew,S,England,,,,,no,crew
"Holland, Mr. Thomas",male,28,victualling crew,B,England,,,,,no,crew
"Holloway, Mr. Sidney",male,24,victualling crew,S,England,,,,,no,crew
"Holman, Mr. Harry",male,29,deck crew,B,England,,,,,no,crew
"Hopgood, Mr. Roland John C.",male,29,engineering crew,S,England,,,,,no,crew
"Hopkins, Mr. Frederick William",male,15,victualling crew,S,England,,,,,no,crew
"Hopkins, Mr. Robert John",male,40,deck crew,S,England,,,,,yes,crew
"Horswill, Mr. Albert Edward James",male,33,deck crew,S,England,,,,,yes,crew
"Hosgood, Mr. Richard William",male,23,engineering crew,S,England,,,,,no,crew
"Hosking, Mr. George Fox",male,36,engineering crew,B,England,,,,,no,crew
"House, Mr. William John",male,38,victualling crew,B,England,,,,,no,crew
"Howell, Mr. Arthur Albert",male,31,victualling crew,B,England,,,,,no,crew
"Hughes, Mr. William Thomas",male,34,victualling crew,S,England,,,,,no,crew
"Humby, Mr. Frederick Charles",male,18,victualling crew,S,England,,,,,no,crew
"Humphreys, Mr. Humphrey",male,32,victualling crew,S,England,,,,,no,crew
"Humphreys, Mr. Sidney",male,53,deck crew,S,England,,,,,yes,crew
"Hunt, Mr. Albert Sylvanus",male,23,engineering crew,S,England,,,,,yes,crew
"Hunt, Mr. Tom",male,27,engineering crew,S,England,,,,,no,crew
"Hurst, Mr. Charles John",male,41,engineering crew,S,England,,,,,no,crew
"Hurst, Mr. Walter",male,23,engineering crew,S,England,,,,,yes,crew
"Hutchinson, Mr. James",male,31,victualling crew,S,England,,,,,no,crew
"Hutchinson, Mr. John Hall",male,28,deck crew,B,England,,,,,no,crew
"Hyland, Mr. James Leo",male,19,victualling crew,S,England,,,,,yes,crew
"Ide, Mr. Harry John",male,31,victualling crew,S,England,,,,,no,crew
"Ingram, Mr. George",male,19,engineering crew,S,England,,,,,no,crew
"Ingrouille, Mr. Henry",male,21,victualling crew,S,England,,,,,no,crew
"Ings, Mr. William Ernest",male,20,victualling crew,S,England,,,,,no,crew
"Instance, Mr. T.",male,33,engineering crew,S,England,,,,,no,crew
"Jackopson, Mr. John Henry",male,30,engineering crew,S,England,,,,,no,crew
"Jackson, Mr. Cecil",male,22,victualling crew,B,England,,,,,no,crew
"Jago, Mr. Joseph",male,59,engineering crew,S,England,,,,,no,crew
"Jaillet, Mr. Henri Marie",male,38,restaurant staff,S,France,,,,,no,crew
"James, Mr. Thomas",male,27,engineering crew,S,Wales,,,,,no,crew
"Janaway, Mr. William Frank",male,35,victualling crew,B,England,,,,,no,crew
"Janin, Mr. Claude Marie",male,29,restaurant staff,S,England,,,,,no,crew
"Jeffery, Mr. William Alfred",male,28,restaurant staff,S,England,,,,,no,crew
"Jenner, Mr. Thomas Henry (Harry)",male,55,victualling crew,B,England,,,,,no,crew
"Jensen, Mr. Charles Valdemar",male,25,victualling crew,S,England,,,,,no,crew
"Jessop, Miss. Violet Constance",female,24,victualling crew,S,England,,,,,yes,crew
"Jewell, Mr. Archie",male,23,deck crew,B,England,,,,,yes,crew
"Joas, Mr. N.",male,38,engineering crew,S,England,,,,,no,crew
"Johnston, Mr. James",male,41,victualling crew,B,England,,,,,yes,crew
"Jones, Mr. Albert Hugh Brabner",male,17,victualling crew,S,England,,,,,no,crew
"Jones, Mr. Arthur Ernest",male,37,victualling crew,S,England,,,,,no,crew
"Jones, Mr. Harry Owen G.",male,29,victualling crew,S,England,,,,,no,crew
"Jones, Mr. Thomas William",male,32,deck crew,S,England,,,,,yes,crew
"Jones, Mr. Victor Reginald",male,21,victualling crew,S,England,,,,,no,crew
"Jouannault, Mr. Georges Jules",male,24,restaurant staff,S,England,,,,,no,crew
"Joughin, Mr. Charles John",male,32,victualling crew,B,England,,,,,yes,crew
"Judd, Mr. Charles Edward",male,31,engineering crew,S,England,,,,,yes,crew
"Jukes, Mr. Henry James",male,38,engineering crew,S,England,,,,,no,crew
"Jupe, Mr. Boykett Herbert",male,30,engineering crew,S,England,,,,,no,crew
"Kasper, Mr. Franz Wilhelm",male,40,engineering crew,S,England,,,,,yes,crew
"Kearl, Mr. Charles Henry",male,44,engineering crew,S,England,,,,,no,crew
"Kearl, Mr. George Edward",male,25,engineering crew,S,England,,,,,no,crew
"Keen, Mr. Percy Edward",male,30,victualling crew,S,England,,,,,yes,crew
"Kelland, Mr. Thomas",male,18,victualling crew,S,England,,,,,no,crew
"Kelly, Mr. William",male,23,engineering crew,B,Scotland,,,,,no,crew
"Kemish, Mr. George",male,22,engineering crew,S,England,,,,,yes,crew
"Kemp, Mr. Thomas Hulman",male,43,engineering crew,B,England,,,,,no,crew
"Kenchenten, Mr. Frederick Charles",male,37,engineering crew,S,England,,,,,no,crew
"Kennell, Mr. Charles",male,30,victualling crew,S,England,,,,,no,crew
"Kenzler, Mr. August",male,44,engineering crew,B,England,,,,,no,crew
"Kerley, Mr. William Thomas",male,28,victualling crew,S,England,,,,,no,crew
"Kerr, Mr. Thomas Russell",male,26,engineering crew,S,Scotland,,,,,no,crew
"Ketchley, Mr. Henry",male,36,victualling crew,B,England,,,,,no,crew
"Kieran, Mr. Edgar Michael",male,34,victualling crew,S,Ireland,,,,,no,crew
"Kieran, Mr. James William",male,35,victualling crew,S,England,,,,,no,crew
"King, Mr. Alfred John Moffett",male,18,victualling crew,S,England,,,,,no,crew
"King, Mr. Ernest Waldron",male,28,victualling crew,S,Ireland,,,,,no,crew
"King, Mr. G.",male,20,victualling crew,S,England,,,,,no,crew
"King, Mr. Thomas Walter",male,42,deck crew,S,England,,,,,no,crew
"Kingscote, Mr. William Ford",male,48,victualling crew,S,England,,,,,no,crew
"Kinsella, Mr. Louis",male,30,engineering crew,S,England,,,,,no,crew
"Kirkaldy, Mr. Thomas Benjamin",male,36,victualling crew,S,England,,,,,no,crew
"Kirkham, Mr. James",male,43,engineering crew,S,England,,,,,no,crew
"Kitching, Mr. Arthur Alfred",male,31,victualling crew,S,England,,,,,no,crew
"Klein, Mr. Herbert",male,33,victualling crew,S,England,,,,,no,crew
"Knight, Mr. George",male,49,victualling crew,S,England,,,,,yes,crew
"Knight, Mr. Leonard George",male,21,victualling crew,S,England,,,,,no,crew
"Knowles, Mr. Thomas",male,43,engineering crew,S,England,,,,,yes,crew
"Lacey, Mr. Bertie William",male,20,victualling crew,S,England,,,,,no,crew
"Lahy, Mr. T.",male,41,engineering crew,S,England,,,,,no,crew
"Lake, Mr. William",male,46,victualling crew,B,England,,,,,no,crew
"Lane, Mr. Albert Edward",male,34,victualling crew,S,England,,,,,no,crew
"Latimer, Mr. Andrew",male,55,victualling crew,B,England,,,,,no,crew
"Lavington, Miss. Elizabeth",female,40,victualling crew,S,England,,,,,yes,crew
"Lawrence, Mr. Arthur",male,36,victualling crew,B,England,,,,,no,crew
"Leader, Mr. Archibald",male,22,victualling crew,S,England,,,,,no,crew
"Leather, Mrs. Elizabeth Mary",female,50,victualling crew,S,England,,,,,yes,crew
"Lee, Mr. H.",male,18,engineering crew,S,England,,,,,no,crew
"Lee, Mr. Henry Reginald",male,29,victualling crew,S,England,,,,,yes,crew
"Lee, Mr. Reginald Robinson",male,41,deck crew,S,England,,,,,yes,crew
"Lefebvre, Mr. Paul Georges",male,35,victualling crew,S,England,,,,,no,crew
"Leonard, Mr. Matthew",male,25,victualling crew,B,United States,,,,,no,crew
"Levett, Mr. George Alfred",male,26,victualling crew,B,England,,,,,no,crew
"Lewis, Mr. Arthur Ernest Read",male,27,victualling crew,S,England,,,,,yes,crew
"Light, Mr. Charles Edward",male,24,victualling crew,S,England,,,,,no,crew
"Light, Mr. Christopher William",male,20,engineering crew,S,England,,,,,no,crew
"Light, Mr. W.",male,47,engineering crew,S,England,,,,,no,crew
"Lightoller, Mr. Charles Herbert",male,38,deck crew,B,England,,,,,yes,crew
"Lindsay, Mr. William Charles",male,30,engineering crew,S,England,,,,,yes,crew
"Littlejohn, Mr. Alexander James",male,40,victualling crew,B,England,,,,,yes,crew
"Lloyd, Mr. Humphrey",male,41,victualling crew,B,England,,,,,no,crew
"Lloyd, Mr. William",male,29,engineering crew,S,England,,,,,no,crew
"Locke, Mr. A.",male,33,victualling crew,S,England,,,,,no,crew
"Long, Mr. Frank",male,31,engineering crew,S,England,,,,,no,crew
"Long, Mr. William",male,36,engineering crew,S,England,,,,,no,crew
"Longmuir, Mr. John Dickson",male,20,victualling crew,S,England,,,,,no,crew
"Lovell, Mr. John",male,37,victualling crew,S,England,,,,,no,crew
"Lowe, Mr. Harold Godfrey",male,29,deck crew,B,Wales,,,,,yes,crew
"Lucas, Mr. William Arthur",male,25,deck crew,S,England,,,,,yes,crew
"Lucas, Mr. William Watson",male,31,victualling crew,B,England,,,,,yes,crew
"Lydiatt, Mr. Charles",male,45,victualling crew,S,England,,,,,no,crew
"Lyons, Mr. William Henry",male,26,deck crew,S,Ireland,,,,,no,crew
"Mabey, Mr. John Charles",male,24,victualling crew,S,England,,,,,no,crew
"MacKie, Mr. George William",male,34,victualling crew,S,England,,,,,no,crew
"Mackie, Mr. William Dickson",male,32,engineering crew,B,Scotland,,,,,no,crew
"Major, Mr. Thomas Edgar",male,36,victualling crew,B,England,,,,,no,crew
"Major, Mr. William James",male,32,engineering crew,S,England,,,,,yes,crew
"Mantle, Mr. Roland Frederick",male,40,victualling crew,S,England,,,,,no,crew
"March, Mr. John Starr",male,50,victualling crew,S,United States,,,,,no,crew
"Marett, Mr. George John",male,27,engineering crew,S,England,,,,,no,crew
"Marks, Mr. James",male,27,victualling crew,S,Scotland,,,,,no,crew
"Marriott, Mr. John William",male,21,victualling crew,S,England,,,,,no,crew
"Marsden, Miss. Evelyn",female,28,victualling crew,S,England,,,,,yes,crew
"Marsh, Mr. Frederick Charles",male,40,engineering crew,S,England,,,,,no,crew
"Martin, Miss. Mabel Elvina",female,20,restaurant staff,S,England,,,,,yes,crew
"Martin, Mrs. Annie Martha",female,39,victualling crew,S,Channel Islands,,,,,yes,crew
"Maskell, Mr. Leopold Adolphus",male,25,engineering crew,S,England,,,,,no,crew
"Mason, Mr. Frank Archibald Robert",male,32,engineering crew,S,England,,,,,yes,crew
"Mason, Mr. J.",male,39,engineering crew,S,England,,,,,no,crew
"Matherson, Mr. David",male,30,deck crew,S,England,,,,,no,crew
"Mathias, Mr. Montague Vincent",male,29,deck crew,S,Wales,,,,,no,crew
"Mattmann, Sig. Adolf",male,20,restaurant staff,S,England,,,,,no,crew
"Mauge, Mr. Paul Achille Maurice Germain",male,25,restaurant staff,S,England,,,,,yes,crew
"Maxwell, Mr. John",male,30,deck crew,B,England,,,,,no,crew
"May, Mr. Arthur William",male,22,engineering crew,S,England,,,,,no,crew
"May, Mr. Arthur William",male,59,engineering crew,S,England,,,,,no,crew
"Maynard, Mr. Isaac Hiram",male,31,victualling crew,B,England,,,,,yes,crew
"Mayo, Mr. William Peter",male,28,engineering crew,S,England,,,,,no,crew
"Maytum, Mr. Alfred",male,53,victualling crew,B,England,,,,,no,crew
"Mayzes, Mr. Thomas Jubilee",male,25,engineering crew,S,England,,,,,yes,crew
"McAndrew, Mr. Thomas Patrick",male,38,engineering crew,S,England,,,,,no,crew
"McAndrews, Mr. William",male,23,engineering crew,S,NA,,,,,no,crew
"McCarthy, Mr. Frederick James",male,38,victualling crew,S,England,,,,,no,crew
"McCarthy, Mr. William",male,47,deck crew,S,Ireland,,,,,yes,crew
"McCastlan, Mr. W.",male,38,engineering crew,S,England,,,,,no,crew
"McCawley, Mr. Thomas W.",male,36,victualling crew,B,Scotland,,,,,no,crew
